Name,Review_Date,Review,Owner_Response,Response_Date,Response
Vandana Joshi,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Sowmya Sanapala,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Suresh Babu,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Praveen Reddy,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Mr. Bejigam,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Sivaram Andaluri,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Thanuja Thanu,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Vijay Kaligotla,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Juvvadi Karthik,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
nunavath nagesh,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
srishti sanghi,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Radhika G,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Chaitanya Azmeera,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Gchan,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
maryala shravani,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
chundru prasanna,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
shailesh singh,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
sayali pawar,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Pavan kumar,2 years ago,,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Xavier Prabhaharan,3 years ago,,Response from the owner,3 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Shankar G,3 years ago,,Response from the owner,3 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Rohit Kasyap,3 years ago,,,,
mohd ayub,3 years ago,,Response from the owner,3 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
vinay marri,3 years ago,,Response from the owner,3 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Mohammed Arif Syed,3 years ago,,Response from the owner,3 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
anamika singh,3 years ago,,Response from the owner,3 years ago,"Hi,

We regret the inconveniences you have faced and request you to share your …"
Palugulla Venkateswarlu,3 years ago,,Response from the owner,3 years ago,"Hi,

We regret the inconveniences you have faced and request you to share your …"
Madhavi Latha K,3 years ago,,Response from the owner,3 years ago,"Hi,

We regret the inconveniences you have faced and request you to share your …"
hyderabad rockss.,3 years ago,,Response from the owner,3 years ago,"Hi,

We regret the inconveniences you have faced and request you to share your …"
Amsidd,3 years ago,,Response from the owner,3 years ago,"Hi,

We regret the inconveniences you have faced and request you to share your …"
Ugesh Kumar,3 years ago,,Response from the owner,3 years ago,"""Hi, Ugesh Kumar,

We regret the inconveniences you have faced and request you to share your …"
Divakar Reddy Perla Venkata,3 years ago,,,,
muppavarapu venkat,3 years ago,,,,
Mudassir,3 years ago,,,,
TIRUKKOVELURU SHASHI KIRAN,3 years ago,,Response from the owner,3 years ago,"""Hi, Tirukkoveluru Shashi Kiran,

Thank you for taking the time to provide a rating. Your ratings are valued …"
Vishnu K,3 years ago,,,,
Chaitanya Kumar,3 years ago,,,,
Sai Kumar Induri,3 years ago,,,,
Sai Krishna VG,3 years ago,,,,
Royals Sandeep,3 years ago,,,,
Daggubati Balakrishna,3 years ago,,,,
Sailaja P,3 years ago,,,,
Mohammed Atif,3 years ago,,,,
Bhavanishankar Mangalgi,3 years ago,,,,
sachin singh,3 years ago,,,,
karthik bijjala,3 years ago,,,,
Jaipal Reddy Kuntla,3 years ago,,,,
Puli Vamshi,3 years ago,,,,
VAMSHI Goud,3 years ago,,,,
ravi teja,3 years ago,,,,
navanitha bandari,3 years ago,,,,
Nabeel Ahmad,3 years ago,,,,
Devender Siddu,3 years ago,,Response from the owner,3 years ago,"Dear Guest,

Thank you for the review, we are sorry to hear that you didn't have a great …"
Naresh Reddyrajula,4 years ago,,,,
pnvsmv varma,4 years ago,,,,
Rahul Bhandari,4 years ago,,,,
vuppala rahul,4 years ago,,,,
Ryan Pestano,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
parthasaradhi vangapandu,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Saswata K,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Priyanka Pulluru,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Amrita Palaparthy,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
R Srini,4 years ago,,,,
Harsh Shrivastava,4 years ago,,,,
Raghavendra Konduru@gmail.com,4 years ago,,,,
Kanika Sharma,4 years ago,,,,
Raghwendra Kumar,4 years ago,,,,
anup srivatsa,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
K Kumar,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Kevin Sanghoi,4 years ago,,,,
Chandu Suvarnakanti,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
geethika devi,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Neelam Kadam,4 years ago,,,,
Faisal Nadeem,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Manyam Sridevi,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
MANIKICK,4 years ago,,,,
satish kumar Banda,4 years ago,,,,
Satya pragyan swain,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Batta Shivaram,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Trishita Tadala,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Pradeep Taidala,4 years ago,,,,
pavithra vura,4 years ago,,,,
Venkata Gayatri,4 years ago,,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
