Name,Review_Date,Review,Owner_Response,Response_Date,Response
Harihar V Krishnan,2 years ago,"Somehow everything went bad that day, we went too early may be that made everything unsync. Neither starter nor main course anyone in our group of 10 liked. …",Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
L G,2 years ago,"This restaurant is located at a very happening area in Powai & is very popular no doubt, with all the crowd thronging for the unlimited buffet it surely requires reservation before visit. However as far as food is concerned it's quite …",Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
chiranjeevi Kondapaka,a year ago,"Service & Food need to improve lot..., However very good Ambiance and can accomodate good large number of groups. i believe, this is one of the good place to hang out in and around sakinaka",Response from the owner,a year ago,"Dear Guest, Thank you for your valuable suggestion and we assure you that we are working on it. Warm Regards Team ABs"
Soham Bagayatkar,a year ago,"Starters are good, veg main course decent, non-veg main course is bland, dessert is average, ambience and staff are decent, overall 3 stars",Response from the owner,a year ago,"Dear Guest, Thank you for sharing your valuable review, in case you have any suggestions or complaints related to your previous visit, Kindly contact us on wecare@absolute-barbecue.com to get in touch with you to provide the best resolution. Warm Regards Team ABs"
VISH RD,6 months ago,"Yesterday visited Absolute barbeque in Powai branch Food was awesome, all were awesome except the person who was at dessert counter while asking him for fill little more ice cream he was making weird faces which I didn't likes at all , other than that person experience was awesome it would have 5 star but because of him it's 3",,,
Pritam Chakraborty,6 months ago,"Just like every other outlet, the starters were okay and the main course was not. We went on a sunday and thank goodness we booked prior, otherwise there is quite a long wait time. There was a lot of commotion due to varied birthday and …",,,
OmKaR Balvalli,2 years ago,Food was ok ok. Not worth for what you're paying,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Rohan Daryanour,4 months ago,"The environment is really soothing however you may find that many dishes are not fresh including veg and non veg
The smell is awful and many dishes were frozen however the staff is really friendly",,,
Saurabh Sudhas,2 years ago,Food was pretty average. I didn't like their service much. But the silver lining is that their price is quite reasonable. But their ambience is not up to the mark.,Response from the owner,2 years ago,"Hi,

We regret the inconveniences you have faced and request you to share your …"
Ashifa Choudhary,a year ago,Really loved this place!  must try the buffet system you'll love it😍 …,Response from the owner,a year ago,"Dear Guest, Thank you for sharing your valuable review, in case you have any suggestions or complaints related to your previous visit, Kindly contact us on wecare@absolute-barbecue.com to get in touch with you to provide the best resolution. Warm Regards Team ABs"
Sandeep Sharma,a year ago,"Good options in veg buffet But taste was ok not that satisfactory. Other barbeque restros like sigree global, barbeque nation, etc are better.
Check out their absolute Barbeque  menu for buffet list. …",Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. We have noted your concern and we will work upon your complaint on a priority. Thank you for bringing this to our attention! Warm Regards Team ABs"
Kapil Mhatre,4 years ago,"It was same like other BBQs. Only the difference was octopus, duck, quail, rabbit etc. Taste is okay.",Response from the owner,4 years ago,"Hi,

We regret the inconvenience you had to face. For better assistance request you …"
Fahad Ali shaikh,4 years ago,"Nice place for grilled items like normal grill not so wow factor apart from shark, rabbit, quil, Emu meat",Response from the owner,4 years ago,"Hi,

We regret the inconvenience you had to face. For better assistance request you …"
Niraj Dubey,8 months ago,Options are lot but taste is average. Felt like coming to one's wedding party. Not sure average taste was only with me or I was influenced by weather. Drinks are good too. Felt there is shortage of staff.,Response from the owner,8 months ago,"Dear Guest, Sorry for the inconvenience caused. We have noted your concern and we will work upon your complaint on a priority. Thank you for bringing this to our attention! Warm Regards Team ABs"""
Joe Anthony,9 months ago,"Good starters.
Mains and deserts are mediocre but then can't expect the best at the price range. …",Response from the owner,9 months ago,"Dear Guest, Thank you so much for your feedback on AB’s. Our efficient team and impeccable services are always ready to give you an exceptional dining experience. . Warm Regards Team ABs"
sivaprasad dasam,4 years ago,"The building isn't fully occupied yet. So there is little inconvenience at ingress but there are very good varieties of items. I have tried absolute barbeques at pune, comparitively Pune was good",Response from the owner,4 years ago,"Hi,

We regret the inconvenience you had to face. For better assistance request you …"
Hardik Kambli,7 months ago,"Service was good, good ambience but food was not so good. Some starters like Chicken leg, mushroom, seekh kebabs etc were tasty but all the items in the main course were very basic.",,,
Gayatri Raichandani,3 years ago,This place is serving food better than barbaque nation... Only staff needs to be improved,,,
sujit mandal,4 years ago,Starter and main coarse could be good... Everything else was excellent,Response from the owner,4 years ago,"Hi,

We regret the inconvenience you had to face. For better assistance request you …"
Babita Koli,6 months ago,A great place to go out there with your loved ones with good quality of foods I had a great experience there a diverse and great atmosphere they have provides,,,
Darryl D'souza,a year ago,"The place is good but the food here is not up to the mark as compared to its competitors.
Also the quantity is just ok as they do not serve as quick as expected.
So the price doesn't match their services and it seems overpriced.",Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. We have noted your concern and we will work upon your complaint on a priority. Thank you for bringing this to our attention! Warm Regards Team ABs"
Amruta Bali (Bittu),10 months ago,"Veg buffet was stale, the marination was good but still the  mushrooms were all tiny..so not sure if it did shrink after being kept for days...all the deserts like cheese cake , jelly, tutti frutti for icecream was also old ...because it …",Response from the owner,10 months ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Dipak Raghuwansi,2 years ago,Decent food. The fried cheesy potatoes seemed to be refried the third time! But all in all a fun and budget friendly option.,,,
Ranjeet Singh,a year ago,We took an early bird offer and it was quite worth it.,Response from the owner,a year ago,"Dear Guest, Thank you for sharing your valuable review, in case you have any suggestions or complaints related to your previous visit, Kindly contact us on wecare@absolute-barbecue.com to get in touch with you to provide the best resolution. Warm Regards Team ABs"
Vishal Menon,a year ago,"Absolute Barbecue has been a pleasant surprise. They've got quiet a spread which include exotic meats as well. Would suggest booking online in advance if you are visiting on a weekend. The service is satisfactory, the food is delicious, the …",Response from the owner,a year ago,"Dear Guest, Thank you for sharing your valuable review, in case you have any suggestions or complaints related to your previous visit, Kindly contact us on wecare@absolute-barbecue.com to get in touch with you to provide the best resolution. Warm Regards Team ABs"
Ashutosh Sarpotdar,a year ago,"Veg items need serious upgrade in taste and variety.
Desserts were also not upto the mark. …",Response from the owner,a year ago,"Dear Guest, Thank you for sharing your valuable review, in case you have any suggestions or complaints related to your previous visit, Kindly contact us on wecare@absolute-barbecue.com to get in touch with you to provide the best resolution. Warm Regards Team ABs"
