Name,Review_Date,Review,Owner_Response,Response_Date,Response
ankur kumar,6 years ago,"Not much cool, okok food",Response from the owner,6 years ago,"Dear Guest

Thank you for reviewing us. We indeed look forward to have you with us soon. Now …"
Chozhan DM,8 years ago,"It used to create a feel as one of the nicest places for a buffet, and especially for the wide range of starters and desserts. But my recent visit (as of this review date) made me feel otherwise. The service quality keeps deteriorating and …",,,
Rekha Krishnan,6 years ago,All starters have same taste. Main course also doesn't have anything interesting.Just the regular old stuff with average taste. BBQ have much better spread than this and all items even in the veg section will be lip smacking. …,Response from the owner,6 years ago,"Dear Guest

Thank you for reviewing us. We indeed look forward to have you with us soon. Now …"
SilVerEyes J,5 years ago,"The atmosphere is good, but if you're going there for the food or service, I'd advise not going.
The store bought ice cream was the highlight, of all the things I tried in the buffet. The ""Singapore noodles"", don't even think of it.",,,
sai prasad,a year ago,"Limited items, taste is not that good. Better to have ala carte to other restaurants, unlimited but we can't justify the food with that price",Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. We have noted your concern and we will work upon your complaint on a priority. Thank you for bringing this to our attention! Warm Regards Team ABs"
latha b,3 years ago,Spread isnt as good as it was before and not great compared to Barbeque Nations,,,
shashidhar Nare,9 months ago,Food taste can be improved day by day I can see taste is going down specially main course.,Response from the owner,9 months ago,"Dear Guest, Thank you so much for your feedback on AB’s. Our efficient team and impeccable services are always ready to give you an exceptional dining experience. . Warm Regards Team ABs"
Dr. Shashikanth Vydyula,2 years ago,"The service is very good but as days are going by, the quality of the food and the number of items are also reduced. There are not many options in veg section. If the quality and options are improved, its a definitely a must go hangout for everyone.",Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
sriram chenna,5 years ago,A budget-friendly place to be with family or friends. So please expect everything including the hospitality accordingly. Even the staff is impatient and sometimes irritating too. They actually got us an alcoholic beverage when I ordered for a non alcoholic drink. They are at the back of you looking at what and how you are rating them!,,,
Syed taher Hussain,3 years ago,Hi place is good ok but not upto the mark as the you tubers show. Food need to be improved. Non veg dishes are limited need to add up more. Staff too need to learn quality service and just finsh their days work,Response from the owner,3 years ago,"Hi,

We regret the inconveniences you have faced and request you to share your …"
veena kuchipudi,3 years ago,Maintenance is not good plates and cups were not clean we were asked to leave as early as possible as others were waiting I've visited this place earlier also I would say standards have fallen compared to earlier not that good. deserts also not good no special meetha and pani puri is so spicy so little curd in dahi puri...dissapointed,Response from the owner,3 years ago,"Hi,

We regret the inconveniences you have faced and request you to share your …"
Sana Sahay,7 years ago,"Definitely a good place. Servicing is the best!
But they don't offer variety of kebabs. It's the same kebab always. But you can order and get anything of your choice. The keema tastes best. You don't even have variety of choice in buffet too. Same menu.",,,
pranay reddy,2 years ago,Okay but only 4 different dishes available in non veg buffet,,,
Vijay Kumar Reddy,4 years ago,"One can find plenty of tasty non veg starters,good for non vegetarians.Staff are nice to the people and energetic.Deserts are good too. …",Response from the owner,4 years ago,"Hi,

We regret the inconvenience you had to face. For better assistance request you …"
Purushotham Kumar,2 years ago,Things will not go as you like especially when you plan. Its a worst experience with the dining this time and made me feel awkward infront of my family. …,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Kishore V,a year ago,"Food quality not good
But staff is very good recieving customer s",Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. We have noted your concern and we will work upon your complaint on a priority. Thank you for bringing this to our attention! Warm Regards Team ABs"
Akash Dey,3 years ago,The food was good but at the end while billing the guy said I'll be getting a survey call and asked me out of 10 how much I will rate? Upon ignoring he kept asking until I said I'll give 10. …,Response from the owner,6 years ago,"Dear Guest

Thank you for reviewing us. We indeed look forward to have you with us soon. Now …"
Anirudh Sikhivahan,6 years ago,"The place was good
Customer service was satisfactory.
The food especially the starters we're good both vegetarian and non-veg …",,,
Srikanth Kuttumu,8 years ago,I can talk about the food and the service being exceptional. But the Management have to take care of the Reservations properly. If the table is booked at 3.15PM. it should be made available rather than requesting to wait for 15 more minutes. Also walkins should be given less priority than the reserved ones.,,,
Thakur Ashish Singh,6 years ago,"Foodies who often go out dining will get bored with monotonous menu. The customized food also becomes boring and tasteless after a certain point. Starters are good, desserts are normal and main course has nothing to offer.. one or two visits and you are done",,,
Syedmahmood Quadri,2 years ago,Too crowded. They do not serve much variety now a days. Only standard kababs and some other dishes are served. Earlier it was good but this time it was ok.,Response from the owner,2 years ago,"Hi,

We regret the inconveniences you have faced and request you to share your …"
Uday Kumar Yerra,6 years ago,"Ab's one of best places to have buffet..I have visited multiple branches in Bangalore and hyderbad..my recent one was at hyderabad jubilee hills branch. My view on food, starters  were good as expected. Main course was a disappointment. …",Response from the owner,6 years ago,"Dear Guest

We sincerely apologize for the inconvenience caused. We are indeed concerned on …"
